City,Region,Date,Mean Highest,Mean Lowest
Honolulu,West,3/1/1950,1.621,-0.19
Honolulu,West,4/1/1950,1.641,-0.22
Honolulu,West,5/1/1950,1.782,-0.328
Honolulu,West,6/1/1950,1.742,-0.38
Honolulu,West,7/1/1950,1.821,-0.259
Honolulu,West,8/1/1950,1.801,-0.029
Honolulu,West,9/1/1950,1.86,0.063
Honolulu,West,10/1/1950,1.811,-0.039
Honolulu,West,11/1/1950,1.923,-0.079
Honolulu,West,12/1/1950,1.982,-0.019
Honolulu,West,1/1/1951,1.631,-0.41
Honolulu,West,2/1/1951,1.68,-0.318
Honolulu,West,3/1/1951,1.611,-0.249
Honolulu,West,4/1/1951,1.45,-0.367
Honolulu,West,5/1/1951,1.68,-0.318
Honolulu,West,6/1/1951,1.851,-0.357
Honolulu,West,7/1/1951,1.782,-0.22
Honolulu,West,8/1/1951,1.952,0.03
Honolulu,West,9/1/1951,1.952,0.122
Honolulu,West,10/1/1951,2.07,0.102
Honolulu,West,11/1/1951,1.972,-0.108
Honolulu,West,12/1/1951,1.821,-0.269
Honolulu,West,1/1/1952,1.67,-0.328
Honolulu,West,2/1/1952,1.821,-0.157
Honolulu,West,3/1/1952,1.742,-0.059
Honolulu,West,4/1/1952,1.732,-0.147
Honolulu,West,5/1/1952,1.801,-0.279
Honolulu,West,6/1/1952,1.68,-0.348
Honolulu,West,7/1/1952,1.762,-0.249
Honolulu,West,8/1/1952,1.923,-0.138
Honolulu,West,9/1/1952,1.933,-0.01
Honolulu,West,10/1/1952,1.821,-0.039
Honolulu,West,11/1/1952,1.982,-0.079
Honolulu,West,12/1/1952,1.942,-0.239
Honolulu,West,1/1/1953,1.71,-0.328
Honolulu,West,2/1/1953,1.601,-0.259
Honolulu,West,3/1/1953,1.381,-0.269
Honolulu,West,4/1/1953,1.542,-0.348
Honolulu,West,5/1/1953,1.772,-0.318
Honolulu,West,6/1/1953,1.86,-0.338
Honolulu,West,7/1/1953,1.831,-0.17
Honolulu,West,8/1/1953,2.07,0.102
Honolulu,West,9/1/1953,1.89,-0.01
Honolulu,West,10/1/1953,1.792,-0.01
Honolulu,West,11/1/1953,1.831,-0.128
Honolulu,West,12/1/1953,1.923,-0.17
Honolulu,West,1/1/1954,1.851,-0.157
Honolulu,West,2/1/1954,1.772,-0.079
Honolulu,West,3/1/1954,1.552,-0.229
Honolulu,West,4/1/1954,1.68,-0.229
Honolulu,West,5/1/1954,1.723,-0.328
Honolulu,West,6/1/1954,1.562,-0.4
Honolulu,West,7/1/1954,1.742,-0.269
Honolulu,West,8/1/1954,1.732,0.053
Honolulu,West,9/1/1954,1.87,0.151
Honolulu,West,10/1/1954,1.923,0.141
Honolulu,West,11/1/1954,1.942,0.01
Honolulu,West,12/1/1954,1.89,-0.118
Honolulu,West,1/1/1955,1.591,-0.42
Honolulu,West,2/1/1955,1.67,-0.249
Honolulu,West,3/1/1955,1.523,-0.259
Honolulu,West,4/1/1955,1.322,-0.469
Honolulu,West,5/1/1955,1.391,-0.518
Honolulu,West,6/1/1955,1.103,-0.84
Honolulu,West,7/1/1955,1.26,-0.62
Honolulu,West,8/1/1955,1.572,-0.318
Honolulu,West,9/1/1955,1.641,-0.069
Honolulu,West,10/1/1955,1.772,-0.039
Honolulu,West,11/1/1955,1.811,-0.147
Honolulu,West,12/1/1955,1.532,-0.449
Honolulu,West,1/1/1956,1.431,-0.469
Honolulu,West,2/1/1956,1.381,-0.39
Honolulu,West,3/1/1956,1.342,-0.318
Honolulu,West,4/1/1956,1.523,-0.338
Honolulu,West,5/1/1956,1.601,-0.328
Honolulu,West,6/1/1956,1.591,-0.4
Honolulu,West,7/1/1956,1.582,-0.4
Honolulu,West,8/1/1956,1.723,-0.22
Honolulu,West,9/1/1956,1.792,-0.039
Honolulu,West,10/1/1956,1.732,-0.029
Honolulu,West,11/1/1956,1.88,-0.019
Honolulu,West,12/1/1956,1.933,-0.108
Honolulu,West,1/1/1957,1.962,-0.147
Honolulu,West,2/1/1957,1.821,-0.039
Honolulu,West,3/1/1957,1.572,-0.118
Honolulu,West,4/1/1957,1.572,-0.22
Honolulu,West,5/1/1957,1.641,-0.338
Honolulu,West,6/1/1957,1.66,-0.259
Honolulu,West,7/1/1957,1.742,-0.19
Honolulu,West,8/1/1957,1.772,0.02
Honolulu,West,9/1/1957,1.742,-0.069
Honolulu,West,10/1/1957,1.601,-0.18
Honolulu,West,11/1/1957,1.69,-0.229
Honolulu,West,12/1/1957,1.631,-0.42
Honolulu,West,1/1/1958,1.5,-0.518
Honolulu,West,2/1/1958,1.601,-0.21
Honolulu,West,3/1/1958,1.582,-0.108
Honolulu,West,4/1/1958,1.362,-0.348
Honolulu,West,5/1/1958,1.65,-0.367
Honolulu,West,6/1/1958,1.68,-0.328
Honolulu,West,7/1/1958,1.942,-0.049
Honolulu,West,8/1/1958,1.88,0.082
Honolulu,West,9/1/1958,1.91,0.23
Honolulu,West,10/1/1958,2.192,0.312
Honolulu,West,11/1/1958,2.211,0.24
Honolulu,West,12/1/1958,2.12,0.141
Honolulu,West,1/1/1959,1.992,0.092
Honolulu,West,2/1/1959,1.801,0.063
Honolulu,West,3/1/1959,1.801,0.082
Honolulu,West,4/1/1959,1.811,0.102
Honolulu,West,5/1/1959,1.952,0.102
Honolulu,West,6/1/1959,2.12,0.04
Honolulu,West,7/1/1959,1.982,0.072
Honolulu,West,8/1/1959,2.271,0.351
Honolulu,West,9/1/1959,2.1,0.351
Honolulu,West,10/1/1959,1.923,0.131
Honolulu,West,11/1/1959,1.841,0.02
Honolulu,West,12/1/1959,1.942,0
Honolulu,West,1/1/1960,1.65,-0.147
Honolulu,West,2/1/1960,1.591,-0.147
Honolulu,West,3/1/1960,1.49,-0.147
Honolulu,West,4/1/1960,1.431,-0.289
Honolulu,West,5/1/1960,1.48,-0.4
Honolulu,West,6/1/1960,1.631,-0.357
Honolulu,West,7/1/1960,1.562,-0.38
Honolulu,West,8/1/1960,1.66,-0.289
Honolulu,West,9/1/1960,1.631,-0.138
Honolulu,West,10/1/1960,1.68,-0.019
Honolulu,West,11/1/1960,1.762,-0.088
Honolulu,West,12/1/1960,1.851,-0.059
Honolulu,West,1/1/1961,1.811,-0.049
Honolulu,West,2/1/1961,1.572,-0.19
Honolulu,West,3/1/1961,1.45,-0.157
Honolulu,West,4/1/1961,1.67,-0.049
Honolulu,West,5/1/1961,1.591,-0.239
Honolulu,West,6/1/1961,2.11,0.02
Honolulu,West,7/1/1961,2.221,0.141
Honolulu,West,8/1/1961,2.192,0.19
Honolulu,West,9/1/1961,2.31,0.361
Honolulu,West,10/1/1961,1.992,0.292
Honolulu,West,11/1/1961,1.723,-0.128
Honolulu,West,12/1/1961,1.66,-0.259
Honolulu,West,1/1/1962,2.152,0.072
Honolulu,West,2/1/1962,2.021,0.063
Honolulu,West,3/1/1962,1.851,0
Honolulu,West,4/1/1962,1.69,-0.138
Honolulu,West,5/1/1962,1.851,-0.157
Honolulu,West,6/1/1962,1.88,-0.069
Honolulu,West,7/1/1962,2.011,-0.098
Honolulu,West,8/1/1962,1.851,-0.118
Honolulu,West,9/1/1962,1.811,0.02
Honolulu,West,10/1/1962,1.641,-0.079
Honolulu,West,11/1/1962,1.89,-0.059
Honolulu,West,12/1/1962,2.051,-0.039
Honolulu,West,1/1/1963,2.002,-0.059
Honolulu,West,2/1/1963,1.821,-0.088
Honolulu,West,3/1/1963,1.67,-0.079
Honolulu,West,4/1/1963,1.532,-0.157
Honolulu,West,5/1/1963,1.841,-0.147
Honolulu,West,6/1/1963,1.792,-0.138
Honolulu,West,7/1/1963,1.86,-0.249
Honolulu,West,8/1/1963,2.192,0.102
Honolulu,West,9/1/1963,2.162,0.171
Honolulu,West,10/1/1963,1.992,0.141
Honolulu,West,11/1/1963,1.972,0.02
Honolulu,West,12/1/1963,1.962,-0.138
Honolulu,West,1/1/1964,1.67,-0.239
Honolulu,West,2/1/1964,1.611,-0.249
Honolulu,West,3/1/1964,1.601,-0.128
Honolulu,West,4/1/1964,1.732,-0.157
Honolulu,West,5/1/1964,1.742,-0.259
Honolulu,West,6/1/1964,1.851,-0.269
Honolulu,West,7/1/1964,2.152,0.053
Honolulu,West,8/1/1964,2.1,0.02
Honolulu,West,9/1/1964,2.061,0.102
Honolulu,West,10/1/1964,1.821,-0.108
Honolulu,West,11/1/1964,1.821,-0.098
Honolulu,West,12/1/1964,2.051,-0.108
Honolulu,West,1/1/1965,1.923,-0.22
Honolulu,West,2/1/1965,1.621,-0.298
Honolulu,West,3/1/1965,1.601,-0.098
Honolulu,West,4/1/1965,1.372,-0.439
Honolulu,West,5/1/1965,1.562,-0.459
Honolulu,West,6/1/1965,1.71,-0.489
Honolulu,West,7/1/1965,2.041,-0.229
Honolulu,West,8/1/1965,1.87,-0.2
Honolulu,West,9/1/1965,1.9,-0.088
Honolulu,West,10/1/1965,1.952,0.102
Honolulu,West,11/1/1965,2.221,0.112
Honolulu,West,12/1/1965,2.061,-0.147
Honolulu,West,1/1/1966,1.91,-0.289
Honolulu,West,2/1/1966,1.831,-0.19
Honolulu,West,3/1/1966,1.742,-0.17
Honolulu,West,4/1/1966,1.66,-0.289
Honolulu,West,5/1/1966,1.641,-0.518
Honolulu,West,6/1/1966,1.782,-0.469
Honolulu,West,7/1/1966,1.962,-0.17
Honolulu,West,8/1/1966,2.11,0.082
Honolulu,West,9/1/1966,1.91,0.053
Honolulu,West,10/1/1966,1.89,0
Honolulu,West,11/1/1966,1.992,0.02
Honolulu,West,12/1/1966,1.933,-0.19
Honolulu,West,1/1/1967,1.792,-0.289
Honolulu,West,2/1/1967,1.962,-0.229
Honolulu,West,3/1/1967,1.611,-0.298
Honolulu,West,4/1/1967,1.48,-0.469
Honolulu,West,5/1/1967,1.411,-0.6
Honolulu,West,6/1/1967,1.552,-0.577
Honolulu,West,7/1/1967,1.572,-0.479
Honolulu,West,8/1/1967,1.782,-0.17
Honolulu,West,9/1/1967,1.87,0.04
Honolulu,West,10/1/1967,1.91,0.04
Honolulu,West,11/1/1967,2.08,-0.069
Honolulu,West,12/1/1967,2.07,-0.098
Honolulu,West,1/1/1968,2.09,-0.118
Honolulu,West,2/1/1968,1.942,-0.059
Honolulu,West,3/1/1968,1.67,-0.259
Honolulu,West,4/1/1968,1.421,-0.469
Honolulu,West,5/1/1968,1.572,-0.489
Honolulu,West,6/1/1968,1.752,-0.328
Honolulu,West,7/1/1968,2.08,-0.059
Honolulu,West,8/1/1968,2.3,0.181
Honolulu,West,9/1/1968,2.241,0.21
Honolulu,West,10/1/1968,2.28,0.141
Honolulu,West,11/1/1968,2.261,0.053
Honolulu,West,12/1/1968,2.353,-0.019
Honolulu,West,1/1/1969,2.31,0.092
Honolulu,West,2/1/1969,2.021,-0.088
Honolulu,West,3/1/1969,1.982,0
Honolulu,West,4/1/1969,1.69,-0.259
Honolulu,West,5/1/1969,2.002,-0.118
Honolulu,West,6/1/1969,2.202,-0.049
Honolulu,West,7/1/1969,2.241,-0.059
Honolulu,West,8/1/1969,1.933,-0.108
Honolulu,West,9/1/1969,2.152,0.122
Honolulu,West,10/1/1969,2.143,0.04
Honolulu,West,11/1/1969,2.1,-0.118
Honolulu,West,12/1/1969,1.87,-0.308
Honolulu,West,1/1/1970,1.88,-0.19
Honolulu,West,2/1/1970,1.801,-0.21
Honolulu,West,3/1/1970,1.552,-0.279
Honolulu,West,4/1/1970,1.431,-0.43
Honolulu,West,5/1/1970,1.572,-0.39
Honolulu,West,6/1/1970,1.752,-0.449
Honolulu,West,7/1/1970,1.792,-0.328
Honolulu,West,8/1/1970,1.821,-0.138
Honolulu,West,9/1/1970,1.972,0.072
Honolulu,West,10/1/1970,1.851,-0.039
Honolulu,West,11/1/1970,2.041,-0.108
Honolulu,West,12/1/1970,1.87,-0.328
Honolulu,West,1/1/1971,1.801,-0.308
Honolulu,West,2/1/1971,1.49,-0.357
Honolulu,West,3/1/1971,1.47,-0.338
Honolulu,West,4/1/1971,1.542,-0.39
Honolulu,West,5/1/1971,1.601,-0.367
Honolulu,West,6/1/1971,1.821,-0.239
Honolulu,West,7/1/1971,2.031,-0.059
Honolulu,West,8/1/1971,1.972,0
Honolulu,West,9/1/1971,1.821,-0.088
Honolulu,West,10/1/1971,1.69,-0.147
Honolulu,West,11/1/1971,1.87,-0.19
Honolulu,West,12/1/1971,1.86,-0.279
Honolulu,West,1/1/1972,1.752,-0.289
Honolulu,West,2/1/1972,1.67,-0.249
Honolulu,West,3/1/1972,1.621,-0.147
Honolulu,West,4/1/1972,1.5,-0.318
Honolulu,West,5/1/1972,1.591,-0.41
Honolulu,West,6/1/1972,1.71,-0.518
Honolulu,West,7/1/1972,1.821,-0.289
Honolulu,West,8/1/1972,1.923,-0.029
Honolulu,West,9/1/1972,1.972,0.122
Honolulu,West,10/1/1972,1.831,-0.039
Honolulu,West,11/1/1972,1.641,-0.298
Honolulu,West,12/1/1972,1.841,-0.259
Honolulu,West,1/1/1973,1.513,-0.4
Honolulu,West,2/1/1973,1.68,-0.147
Honolulu,West,3/1/1973,1.562,-0.22
Honolulu,West,4/1/1973,1.772,-0.157
Honolulu,West,5/1/1973,1.851,-0.229
Honolulu,West,6/1/1973,1.723,-0.328
Honolulu,West,7/1/1973,1.933,-0.059
Honolulu,West,8/1/1973,1.992,0.102
Honolulu,West,9/1/1973,1.89,0.19
Honolulu,West,10/1/1973,1.9,0.131
Honolulu,West,11/1/1973,2.051,0.082
Honolulu,West,12/1/1973,2.002,-0.01
Honolulu,West,1/1/1974,2.09,0.171
Honolulu,West,2/1/1974,1.89,0.092
Honolulu,West,3/1/1974,1.752,0.03
Honolulu,West,4/1/1974,1.67,-0.069
Honolulu,West,5/1/1974,1.762,0.02
Honolulu,West,6/1/1974,1.89,-0.108
Honolulu,West,7/1/1974,1.91,-0.019
Honolulu,West,8/1/1974,2.32,0.371
Honolulu,West,9/1/1974,2.162,0.302
Honolulu,West,10/1/1974,2.051,0.171
Honolulu,West,11/1/1974,2.133,0.053
Honolulu,West,12/1/1974,2.061,-0.147
Honolulu,West,1/1/1975,1.91,-0.229
Honolulu,West,2/1/1975,1.67,-0.157
Honolulu,West,3/1/1975,1.621,-0.098
Honolulu,West,4/1/1975,1.532,-0.088
Honolulu,West,5/1/1975,1.66,-0.22
Honolulu,West,6/1/1975,1.69,-0.279
Honolulu,West,7/1/1975,1.69,-0.269
Honolulu,West,8/1/1975,1.86,-0.17
Honolulu,West,9/1/1975,1.732,-0.059
Honolulu,West,10/1/1975,1.71,-0.21
Honolulu,West,11/1/1975,1.732,-0.239
Honolulu,West,12/1/1975,1.752,-0.279
Honolulu,West,1/1/1976,1.811,-0.088
Honolulu,West,2/1/1976,1.46,-0.229
Honolulu,West,3/1/1976,1.352,-0.259
Honolulu,West,4/1/1976,1.532,-0.279
Honolulu,West,5/1/1976,1.68,-0.308
Honolulu,West,6/1/1976,1.69,-0.229
Honolulu,West,7/1/1976,5.810653715,-0.092385278
Honolulu,West,8/1/1976,5.810653715,-0.092385278
Honolulu,West,9/1/1976,1.942,0.292
Honolulu,West,10/1/1976,5.810653715,-0.092385278
Honolulu,West,11/1/1976,5.810653715,-0.092385278
Honolulu,West,12/1/1976,1.91,0.01
Honolulu,West,1/1/1977,5.810653715,-0.092385278
Honolulu,West,2/1/1977,1.582,-0.2
Honolulu,West,3/1/1977,1.362,-0.298
Honolulu,West,4/1/1977,1.5,-0.259
Honolulu,West,5/1/1977,1.631,-0.367
Honolulu,West,6/1/1977,1.87,-0.2
Honolulu,West,7/1/1977,1.972,-0.069
Honolulu,West,8/1/1977,1.992,0.161
Honolulu,West,9/1/1977,1.952,0.063
Honolulu,West,10/1/1977,1.9,0.122
Honolulu,West,11/1/1977,2.09,0.141
Honolulu,West,12/1/1977,2.241,0.112
Honolulu,West,1/1/1978,1.9,-0.069
Honolulu,West,2/1/1978,1.89,0.04
Honolulu,West,3/1/1978,1.723,-0.01
Honolulu,West,4/1/1978,1.923,0.122
Honolulu,West,5/1/1978,1.88,0.04
Honolulu,West,6/1/1978,1.67,-0.19
Honolulu,West,7/1/1978,2.152,0.19
Honolulu,West,8/1/1978,1.732,0.102
Honolulu,West,9/1/1978,1.67,0.092
Honolulu,West,10/1/1978,1.992,0.292
Honolulu,West,11/1/1978,2.002,0.151
Honolulu,West,12/1/1978,1.91,-0.138
Honolulu,West,1/1/1979,1.732,-0.138
Honolulu,West,2/1/1979,1.49,-0.249
Honolulu,West,3/1/1979,1.523,-0.049
Honolulu,West,4/1/1979,1.762,0
Honolulu,West,5/1/1979,1.91,0.02
Honolulu,West,6/1/1979,1.742,-0.098
Honolulu,West,7/1/1979,1.831,-0.079
Honolulu,West,8/1/1979,1.933,0.04
Honolulu,West,9/1/1979,1.972,0.161
Honolulu,West,10/1/1979,2.051,0.171
Honolulu,West,11/1/1979,1.9,0
Honolulu,West,12/1/1979,1.962,-0.01
Honolulu,West,1/1/1980,2.202,0.181
Honolulu,West,2/1/1980,2.021,0.24
Honolulu,West,3/1/1980,1.762,0.072
Honolulu,West,4/1/1980,1.723,-0.049
Honolulu,West,5/1/1980,1.772,-0.108
Honolulu,West,6/1/1980,1.972,-0.079
Honolulu,West,7/1/1980,2.1,0.19
Honolulu,West,8/1/1980,1.992,0.171
Honolulu,West,9/1/1980,1.942,0.141
Honolulu,West,10/1/1980,1.972,0.171
Honolulu,West,11/1/1980,2.07,0.151
Honolulu,West,12/1/1980,2.192,0.181
Honolulu,West,1/1/1981,2.051,0.01
Honolulu,West,2/1/1981,2.041,0.21
Honolulu,West,3/1/1981,1.821,0.161
Honolulu,West,4/1/1981,2.002,0.25
Honolulu,West,5/1/1981,1.851,-0.108
Honolulu,West,6/1/1981,1.933,-0.098
Honolulu,West,7/1/1981,2.172,0.19
Honolulu,West,8/1/1981,2.271,0.41
Honolulu,West,9/1/1981,2.431,0.561
Honolulu,West,10/1/1981,2.33,0.482
Honolulu,West,11/1/1981,2.07,0.102
Honolulu,West,12/1/1981,2.11,0.01
Honolulu,West,1/1/1982,1.86,-0.049
Honolulu,West,2/1/1982,1.831,0.03
Honolulu,West,3/1/1982,1.65,-0.029
Honolulu,West,4/1/1982,1.562,-0.259
Honolulu,West,5/1/1982,1.611,-0.338
Honolulu,West,6/1/1982,1.811,-0.147
Honolulu,West,7/1/1982,1.821,-0.18
Honolulu,West,8/1/1982,1.782,-0.039
Honolulu,West,9/1/1982,1.7,0.082
Honolulu,West,10/1/1982,1.821,0.03
Honolulu,West,11/1/1982,2.038,0.046
Honolulu,West,12/1/1982,2.08,-0.128
Honolulu,West,1/1/1983,2.12,-0.019
Honolulu,West,2/1/1983,2.011,0.131
Honolulu,West,3/1/1983,1.792,0.053
Honolulu,West,4/1/1983,1.69,-0.039
Honolulu,West,5/1/1983,1.71,-0.098
Honolulu,West,6/1/1983,1.923,-0.18
Honolulu,West,7/1/1983,1.942,-0.039
Honolulu,West,8/1/1983,2.09,0.04
Honolulu,West,9/1/1983,1.87,0.082
Honolulu,West,10/1/1983,1.792,0.072
Honolulu,West,11/1/1983,1.66,-0.259
Honolulu,West,12/1/1983,1.68,-0.42
Honolulu,West,1/1/1984,1.71,-0.289
Honolulu,West,2/1/1984,1.782,-0.138
Honolulu,West,3/1/1984,1.641,-0.128
Honolulu,West,4/1/1984,1.631,-0.19
Honolulu,West,5/1/1984,1.841,-0.029
Honolulu,West,6/1/1984,2.152,0.01
Honolulu,West,7/1/1984,2.221,0.03
Honolulu,West,8/1/1984,2.211,0.292
Honolulu,West,9/1/1984,2.29,0.45
Honolulu,West,10/1/1984,2.412,0.42
Honolulu,West,11/1/1984,2.362,0.332
Honolulu,West,12/1/1984,2.343,0.24
Honolulu,West,1/1/1985,2.32,0.181
Honolulu,West,2/1/1985,2.133,0.181
Honolulu,West,3/1/1985,1.67,-0.079
Honolulu,West,4/1/1985,1.572,-0.19
Honolulu,West,5/1/1985,1.7,-0.269
Honolulu,West,6/1/1985,2.143,0.02
Honolulu,West,7/1/1985,2.1,-0.01
Honolulu,West,8/1/1985,2.021,0.122
Honolulu,West,9/1/1985,1.87,0.22
Honolulu,West,10/1/1985,1.923,0.23
Honolulu,West,11/1/1985,1.9,-0.029
Honolulu,West,12/1/1985,1.7,-0.259
Honolulu,West,1/1/1986,1.69,-0.249
Honolulu,West,2/1/1986,1.752,-0.039
Honolulu,West,3/1/1986,1.66,-0.088
Honolulu,West,4/1/1986,1.572,-0.279
Honolulu,West,5/1/1986,1.542,-0.38
Honolulu,West,6/1/1986,1.591,-0.318
Honolulu,West,7/1/1986,1.611,-0.318
Honolulu,West,8/1/1986,1.772,-0.088
Honolulu,West,9/1/1986,1.66,0.072
Honolulu,West,10/1/1986,1.65,-0.069
Honolulu,West,11/1/1986,2.021,-0.039
Honolulu,West,12/1/1986,1.942,-0.318
Honolulu,West,1/1/1987,1.87,-0.18
Honolulu,West,2/1/1987,1.752,-0.039
Honolulu,West,3/1/1987,1.69,-0.069
Honolulu,West,4/1/1987,1.65,-0.18
Honolulu,West,5/1/1987,1.68,-0.249
Honolulu,West,6/1/1987,1.762,-0.239
Honolulu,West,7/1/1987,1.601,-0.239
Honolulu,West,8/1/1987,1.68,-0.019
Honolulu,West,9/1/1987,1.67,0.03
Honolulu,West,10/1/1987,1.732,-0.098
Honolulu,West,11/1/1987,2.143,0.092
Honolulu,West,12/1/1987,2.372,0.082
Honolulu,West,1/1/1988,2.211,0
Honolulu,West,2/1/1988,2.061,0.092
Honolulu,West,3/1/1988,2.09,0.141
Honolulu,West,4/1/1988,2.162,0.112
Honolulu,West,5/1/1988,2.31,0.131
Honolulu,West,6/1/1988,2.271,0
Honolulu,West,7/1/1988,2.343,0.19
Honolulu,West,8/1/1988,2.241,0.2
Honolulu,West,9/1/1988,2.202,0.273
Honolulu,West,10/1/1988,2.12,0.22
Honolulu,West,11/1/1988,2.08,0.102
Honolulu,West,12/1/1988,2.12,0.01
Honolulu,West,1/1/1989,1.933,-0.069
Honolulu,West,2/1/1989,1.952,-0.039
Honolulu,West,3/1/1989,1.982,0.03
Honolulu,West,4/1/1989,1.811,-0.088
Honolulu,West,5/1/1989,1.68,-0.22
Honolulu,West,6/1/1989,2.061,-0.19
Honolulu,West,7/1/1989,2.041,-0.147
Honolulu,West,8/1/1989,1.811,-0.049
Honolulu,West,9/1/1989,1.952,0.151
Honolulu,West,10/1/1989,1.982,-0.01
Honolulu,West,11/1/1989,2.021,-0.01
Honolulu,West,12/1/1989,1.972,-0.17
Honolulu,West,1/1/1990,1.782,-0.18
Honolulu,West,2/1/1990,1.322,-0.489
Honolulu,West,3/1/1990,1.362,-0.38
Honolulu,West,4/1/1990,1.542,-0.338
Honolulu,West,5/1/1990,1.562,-0.367
Honolulu,West,6/1/1990,1.69,-0.249
Honolulu,West,7/1/1990,1.723,-0.249
Honolulu,West,8/1/1990,1.831,-0.098
Honolulu,West,9/1/1990,1.952,0.082
Honolulu,West,10/1/1990,1.923,0.141
Honolulu,West,11/1/1990,1.962,0.04
Honolulu,West,12/1/1990,1.792,-0.239
Honolulu,West,1/1/1991,1.942,-0.147
Honolulu,West,2/1/1991,1.792,-0.079
Honolulu,West,3/1/1991,1.611,-0.229
Honolulu,West,4/1/1991,1.591,-0.22
Honolulu,West,5/1/1991,1.66,-0.249
Honolulu,West,6/1/1991,1.772,-0.229
Honolulu,West,7/1/1991,1.992,-0.029
Honolulu,West,8/1/1991,2.133,0.151
Honolulu,West,9/1/1991,1.972,0.122
Honolulu,West,10/1/1991,1.87,0.04
Honolulu,West,11/1/1991,2.241,0.141
Honolulu,West,12/1/1991,2.07,-0.079
Honolulu,West,1/1/1992,1.91,-0.098
Honolulu,West,2/1/1992,1.871,0.081
Honolulu,West,3/1/1992,1.911,0.221
Honolulu,West,4/1/1992,1.971,-0.049
Honolulu,West,5/1/1992,1.831,-0.318
Honolulu,West,6/1/1992,2.021,-0.147
Honolulu,West,7/1/1992,1.982,-0.118
Honolulu,West,8/1/1992,1.933,0.02
Honolulu,West,9/1/1992,2.231,0.302
Honolulu,West,10/1/1992,2.021,0.25
Honolulu,West,11/1/1992,2.31,0.24
Honolulu,West,12/1/1992,2.271,0.151
Honolulu,West,1/1/1993,2.021,0.053
Honolulu,West,2/1/1993,1.841,0.03
Honolulu,West,3/1/1993,1.972,0.151
Honolulu,West,4/1/1993,1.952,0.082
Honolulu,West,5/1/1993,1.972,0
Honolulu,West,6/1/1993,1.972,0.03
Honolulu,West,7/1/1993,1.942,0
Honolulu,West,8/1/1993,1.89,0.092
Honolulu,West,9/1/1993,1.772,0.171
Honolulu,West,10/1/1993,1.923,0.171
Honolulu,West,11/1/1993,1.752,-0.079
Honolulu,West,12/1/1993,1.69,-0.249
Honolulu,West,1/1/1994,1.723,-0.138
Honolulu,West,2/1/1994,1.608,-0.105
Honolulu,West,3/1/1994,1.473,-0.233
Honolulu,West,4/1/1994,1.644,-0.124
Honolulu,West,5/1/1994,1.792,-0.141
Honolulu,West,6/1/1994,1.887,-0.193
Honolulu,West,7/1/1994,2.211,0.145
Honolulu,West,8/1/1994,2.143,0.259
Honolulu,West,9/1/1994,1.959,0.345
Honolulu,West,10/1/1994,2.074,0.355
Honolulu,West,11/1/1994,1.956,0.115
Honolulu,West,12/1/1994,1.998,-0.056
Honolulu,West,1/1/1995,1.942,-0.039
Honolulu,West,2/1/1995,1.792,0.059
Honolulu,West,3/1/1995,1.988,0.348
Honolulu,West,4/1/1995,2.169,0.338
Honolulu,West,5/1/1995,1.857,0.007
Honolulu,West,6/1/1995,2.166,0.148
Honolulu,West,7/1/1995,2.333,0.338
Honolulu,West,8/1/1995,1.88,0.168
Honolulu,West,9/1/1995,2.067,0.289
Honolulu,West,10/1/1995,2.179,0.328
Honolulu,West,11/1/1995,2.297,0.246
Honolulu,West,12/1/1995,2.376,0.286
Honolulu,West,1/1/1996,2.103,0.141
Honolulu,West,2/1/1996,1.739,-0.003
Honolulu,West,3/1/1996,1.667,0.046
Honolulu,West,4/1/1996,1.792,0.128
Honolulu,West,5/1/1996,1.903,-0.042
Honolulu,West,6/1/1996,1.89,-0.144
Honolulu,West,7/1/1996,2.3,0.184
Honolulu,West,8/1/1996,2.093,0.259
Honolulu,West,9/1/1996,2.172,0.361
Honolulu,West,10/1/1996,2.251,0.486
Honolulu,West,11/1/1996,2.323,0.305
Honolulu,West,12/1/1996,2.031,0.026
Honolulu,West,1/1/1997,1.854,0.01
Honolulu,West,2/1/1997,1.936,0.148
Honolulu,West,3/1/1997,1.883,0.177
Honolulu,West,4/1/1997,2.002,0.161
Honolulu,West,5/1/1997,2.038,0.082
Honolulu,West,6/1/1997,1.939,-0.059
Honolulu,West,7/1/1997,2.064,0.099
Honolulu,West,8/1/1997,2.084,0.223
Honolulu,West,9/1/1997,2.074,0.394
Honolulu,West,10/1/1997,1.998,0.243
Honolulu,West,11/1/1997,1.837,-0.023
Honolulu,West,12/1/1997,1.919,-0.157
Honolulu,West,1/1/1998,1.778,-0.177
Honolulu,West,2/1/1998,1.496,-0.233
Honolulu,West,3/1/1998,1.634,-0.056
Honolulu,West,4/1/1998,1.65,-0.092
Honolulu,West,5/1/1998,1.68,-0.174
Honolulu,West,6/1/1998,1.664,-0.259
Honolulu,West,7/1/1998,1.523,-0.308
Honolulu,West,8/1/1998,1.9,0.036
Honolulu,West,9/1/1998,2.011,0.207
Honolulu,West,10/1/1998,1.7,-0.016
Honolulu,West,11/1/1998,1.834,-0.088
Honolulu,West,12/1/1998,1.775,-0.243
Honolulu,West,1/1/1999,1.939,-0.111
Honolulu,West,2/1/1999,1.739,-0.033
Honolulu,West,3/1/1999,1.657,0.02
Honolulu,West,4/1/1999,1.568,-0.049
Honolulu,West,5/1/1999,1.673,-0.177
